matchID,matchNo,match,currentInning,inningID,over,runningOver,runs,batsmanRuns,batsmanBall,bowlerRuns,shortText,batsmanPlayerID,batsmanName,bowlerPlayerID,bowlerName,isBoundary,isWide,isNoBall,isLegBye,isBye,isWicket,isBowlerWicket,wicketText,wktBatsmanName,wktBowlerName,wktBatsmanRuns,wktbatsmanBalls,commentary,lower_comment,review_outcome
1415712,12th Match,Namibia vs Scotland,Namibia,1,2.2,3,2,0,0,2,"Wheal to Frylinck, 2 wide",482478,Jan Frylinck,807535,Brad Wheal,False,True,False,False,False,False,,,,,,,"Short, lifts off a length and flies over the keeper! Thankfully, it's not all the way to the boundary, allowing first slip to collect. Wided by the umpire and rightly so","short, lifts off a length and flies over the keeper! thankfully, it's not all the way to the boundary, allowing first slip to collect. wided by the umpire and rightly so",Unclear
1415712,12th Match,Namibia vs Scotland,Namibia,1,4.6,5,0,0,1,0,"Sole to Kruger, no run",574638,Malan Kruger,671823,Chris Sole,False,False,False,False,False,False,,,,,,,"Big appeal as Sole angles one into the pads of Kruger from wide of the crease... are they going to review it? Nope, they decide not to. An eventful over!","big appeal as sole angles one into the pads of kruger from wide of the crease... are they going to review it? nope, they decide not to. an eventful over!",Unclear
1415712,12th Match,Namibia vs Scotland,Namibia,1,5.4,6,1,1,1,1,"Watt to Erasmus,  1 run",519070,Gerhard Erasmus,659081,Mark Watt,False,False,False,False,False,False,,,,,,,"Big appeal as Erasmus moves across to sweep. It looks like Watt has struck him in front... Berrington calls for a review... nope, great call from Umpire Menon - there was glove","big appeal as erasmus moves across to sweep. it looks like watt has struck him in front... berrington calls for a review... nope, great call from umpire menon - there was glove",Unclear
1415712,12th Match,Namibia vs Scotland,Namibia,1,8.2,9,4,4,1,4,"Watt to Erasmus, FOUR runs",519070,Gerhard Erasmus,659081,Mark Watt,True,False,False,False,False,False,,,,,,,"Delivered almost level with the umpire, cut low and beyond backward point for four!","delivered almost level with the umpire, cut low and beyond backward point for four!",Unclear
1415712,12th Match,Namibia vs Scotland,Namibia,1,11.5,12,1,0,1,0,"Leask to Green, 1 leg bye",596664,Zane Green,414966,Michael Leask,False,False,False,True,False,False,,,,,,,Big appeal as a full dart pins Green as he attempts a slog sweep. Are they going to review it? Nope... sliding down,big appeal as a full dart pins green as he attempts a slog sweep. are they going to review it? nope... sliding down,Unclear
1415712,12th Match,Namibia vs Scotland,Namibia,1,12.2,13,1,1,1,1,"Watt to Green,  1 run",596664,Zane Green,659081,Mark Watt,False,False,False,False,False,False,,,,,,,Short ball worked out to deep square leg for one. Watt deliveried that from the umpire's toes! Ludicrous human. Hasn't got his notes out just yet,short ball worked out to deep square leg for one. watt deliveried that from the umpire's toes! ludicrous human. hasn't got his notes out just yet,Unclear
1415712,12th Match,Namibia vs Scotland,Scotland,2,7.5,8,4,4,1,4,"Erasmus to McMullen, FOUR runs",949473,Brandon McMullen,519070,Gerhard Erasmus,True,False,False,False,False,False,,,,,,,"takes an age to reach the batter, that was bowled from behind the umpire's standing position, but Berrington wasn't fooled, and cracked a firm sweep through square leg","takes an age to reach the batter, that was bowled from behind the umpire's standing position, but berrington wasn't fooled, and cracked a firm sweep through square leg",Unclear
1415712,12th Match,Namibia vs Scotland,Scotland,2,9.6,10,0,0,1,0,"Erasmus to Berrington, no run",25490,Richie Berrington,519070,Gerhard Erasmus,False,False,False,False,False,False,,,,,,,"firm push back down the pitch. Scotland are struggling to get anything going here, as the umpires call for drinks","firm push back down the pitch. scotland are struggling to get anything going here, as the umpires call for drinks",Unclear
1415712,12th Match,Namibia vs Scotland,Scotland,2,10.6,11,0,0,1,0,"Scholtz to Cross, OUT",417268,Matthew Cross,330223,Bernard Scholtz,False,False,False,False,False,True,1.0,Matthew Cross lbw b Scholtz 3 (5b 0x4 0x6 4m) SR: 60,Matthew Cross,b Scholtz,3.0,5.0,"wild sweep, that's plumb! The pressure tells on Cross, after a constrictive over, there's a discussion about a review but it would have been futile. Wicket to wicket line, straightens past a hard whirl of bat, and stone dead","wild sweep, that's plumb! the pressure tells on cross, after a constrictive over, there's a discussion about a review but it would have been futile. wicket to wicket line, straightens past a hard whirl of bat, and stone dead",Unclear
1415712,12th Match,Namibia vs Scotland,Scotland,2,11.2,12,0,0,1,0,"Erasmus to Berrington, no run",25490,Richie Berrington,519070,Gerhard Erasmus,False,False,False,False,False,False,,,,,,,"lines up another sweep, a bit of glove prevents another raucous lbw appeal","lines up another sweep, a bit of glove prevents another raucous lbw appeal",Unclear
1415712,12th Match,Namibia vs Scotland,Scotland,2,16.1,17,1,0,1,0,"Wiese to Berrington, 1 leg bye",25490,Richie Berrington,221140,David Wiese,False,False,False,True,False,False,,,,,,,"very full, swinging into the pads, Wiese is up for the lbw, as the ball deflects through short third. An enthusiastic appeal, but missing leg","very full, swinging into the pads, wiese is up for the lbw, as the ball deflects through short third. an enthusiastic appeal, but missing leg",Unclear
1415713,13th Match,Canada vs Ireland,Canada,1,1.2,2,0,0,1,0,"Little to Dhaliwal, no run",817069,Navneet Dhaliwal,928067,Josh Little,False,False,False,False,False,False,,,,,,,"Huge, huge appeal for caught behind, but the umpire stays unmoved. Little is convinced, the keeper and slips not so much. Not out and no review taken. Was an absolute jaffa that pitched on middle and shaped away. Oh, hang on. Looks like he did get some glove on that through to the keeper. No wonder Little was sure.","huge, huge appeal for caught behind, but the umpire stays unmoved. little is convinced, the keeper and slips not so much. not out and no review taken. was an absolute jaffa that pitched on middle and shaped away. oh, hang on. looks like he did get some glove on that through to the keeper. no wonder little was sure.",Unclear
1415713,13th Match,Canada vs Ireland,Ireland,2,4.2,5,2,2,1,2,"Junaid to Balbirnie,  2 runs",303423,Andy Balbirnie,494847,Junaid Siddiqui,False,False,False,False,False,False,,,,,,,"Huge appeal for lbw, but think he got some bottom edge on it. Was the quicker ball off the front of his hand. Balbirnie just about gets some bat on the sweep fine for two","huge appeal for lbw, but think he got some bottom edge on it. was the quicker ball off the front of his hand. balbirnie just about gets some bat on the sweep fine for two",Unclear
1415713,13th Match,Canada vs Ireland,Ireland,2,9.1,10,0,0,1,0,"Saad to Tucker, no run",928057,Lorcan Tucker,359746,Saad Bin Zafar,False,False,False,False,False,False,,,,,,,"Big appeal for a catch at slip, but the umpire stays unmoved. The keeper is absolutely convinced. Length ball just on off, Tucker goes for a reverse, and on first glance looks like the ball has missed the bat and glove, hit the pad and popped to slip. Yep, no connection with bat or glove and Tucker survives","big appeal for a catch at slip, but the umpire stays unmoved. the keeper is absolutely convinced. length ball just on off, tucker goes for a reverse, and on first glance looks like the ball has missed the bat and glove, hit the pad and popped to slip. yep, no connection with bat or glove and tucker survives",Unclear
1415714,14th Match,Afghanistan vs New Zealand,Afghanistan,1,5.3,6,0,0,1,0,"Santner to Ibrahim Zadran, no run",921509,Ibrahim Zadran,502714,Mitchell Santner,False,False,False,False,False,False,,,,,,,"big appeal, and given! Santner with the breakthrough for the Kiwis! Angled in on a length on middle and leg. Ibrahim gets down on one knee and swipes across the line. Makes no contact and gets rapped on the back leg. Kumar Dharmasena has a think about it before raising his finger. Ibrahim has reviewed this, though. No bat involved. All eyes on Ball Tracking now. It comes up and...reckons the ball would have missed leg stump. Ibrahim survives!","big appeal, and given! santner with the breakthrough for the kiwis! angled in on a length on middle and leg. ibrahim gets down on one knee and swipes across the line. makes no contact and gets rapped on the back leg. kumar dharmasena has a think about it before raising his finger. ibrahim has reviewed this, though. no bat involved. all eyes on ball tracking now. it comes up and...reckons the ball would have missed leg stump. ibrahim survives!",Unclear
1415714,14th Match,Afghanistan vs New Zealand,Afghanistan,1,7.2,8,0,0,1,0,"Ferguson to Gurbaz, no run",974087,Rahmanullah Gurbaz,493773,Lockie Ferguson,False,False,False,False,False,False,,,,,,,"an event-filled ball! Full on middle and off. Gurbaz plants his front foot and drills it back into the stumps at the other end. Ibrahim is well out of his crease and Ferguson, sensing this, decides to uproot the stumps. By then, though, Ibrahim gets back via a dive. Had Ferguson got a toe to it on the first go (off Gurbaz's stroke), Ibrahim would have been out! The third umpire wants to check again if the ball scraped Ferguson's boot somehow but Ferguson seemed a little late in jamming his right boot on the floor. And the third umpire agrees with that assessment. Ibrahim stays!","an event-filled ball! full on middle and off. gurbaz plants his front foot and drills it back into the stumps at the other end. ibrahim is well out of his crease and ferguson, sensing this, decides to uproot the stumps. by then, though, ibrahim gets back via a dive. had ferguson got a toe to it on the first go (off gurbaz's stroke), ibrahim would have been out! the third umpire wants to check again if the ball scraped ferguson's boot somehow but ferguson seemed a little late in jamming his right boot on the floor. and the third umpire agrees with that assessment. ibrahim stays!",Unclear
1415714,14th Match,Afghanistan vs New Zealand,Afghanistan,1,19.3,20,1,0,1,0,"Boult to Gulbadin, 1 leg bye",352048,Gulbadin Naib,277912,Trent Boult,False,False,False,True,False,False,,,,,,,"appeal! Very full delivery that seems to pitch just outside leg. Naib plays all over it and the ball rolls away off the pads. Boult, though, is interested in the lbw and convinces Williamson to go upstairs. The key question here is where this ball pitched. If it pitched in line, it could be curtains for Naib. Ball Tracking confirms the ball pitched outside leg and Naib survives. Afghanistan get the leg bye too!","appeal! very full delivery that seems to pitch just outside leg. naib plays all over it and the ball rolls away off the pads. boult, though, is interested in the lbw and convinces williamson to go upstairs. the key question here is where this ball pitched. if it pitched in line, it could be curtains for naib. ball tracking confirms the ball pitched outside leg and naib survives. afghanistan get the leg bye too!",Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,0.5,1,1,0,0,1,"Fazalhaq Farooqi to Conway, 1 wide",379140,Devon Conway,974175,Fazalhaq Farooqi,False,True,False,False,False,False,,,,,,,"back of a length outside off. Conway has a swish at it and misses. Too wide outside off, though, and some exercise for the umpire","back of a length outside off. conway has a swish at it and misses. too wide outside off, though, and some exercise for the umpire",Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,1.3,2,0,0,1,0,"M Nabi to Conway, no run",379140,Devon Conway,25913,Mohammad Nabi,False,False,False,False,False,False,,,,,,,"big appeal, not given! Fullish in and around off. Conway gets down on one knee and swipes across the line. Misses completely and gets struck on the left shoulder. Afghanistan are very confident and once Kumar Dharmasena says no, they go upstairs. Couple of things to check here. Did the ball spin enough to take it past off stump and did it strike Conway in line.  No bat involved but the impact is outside off. Conway stays and Afghanistan lose a review!","big appeal, not given! fullish in and around off. conway gets down on one knee and swipes across the line. misses completely and gets struck on the left shoulder. afghanistan are very confident and once kumar dharmasena says no, they go upstairs. couple of things to check here. did the ball spin enough to take it past off stump and did it strike conway in line.  no bat involved but the impact is outside off. conway stays and afghanistan lose a review!",Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,2.1,3,1,0,0,1,"Fazalhaq Farooqi to Williamson, 1 wide",277906,Kane Williamson,974175,Fazalhaq Farooqi,False,True,False,False,False,False,,,,,,,slides this shortish delivery down leg. Williamson does not make contact and the umpire has no qualms in calling it a wide,slides this shortish delivery down leg. williamson does not make contact and the umpire has no qualms in calling it a wide,Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,2.2,3,1,0,1,0,"Fazalhaq Farooqi to Williamson, 1 leg bye",277906,Kane Williamson,974175,Fazalhaq Farooqi,False,False,False,True,False,False,,,,,,,"another appeal! Fullish, pushed into middle and leg. Williamson walks across and then plays all over it. Gurbaz is very interested in the lbw but that was possibly heading down leg","another appeal! fullish, pushed into middle and leg. williamson walks across and then plays all over it. gurbaz is very interested in the lbw but that was possibly heading down leg",Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,2.3,3,1,0,0,1,"Fazalhaq Farooqi to Conway, 1 wide",379140,Devon Conway,974175,Fazalhaq Farooqi,False,True,False,False,False,False,,,,,,,slower ball that boomerangs down leg. More exercise for the umpire,slower ball that boomerangs down leg. more exercise for the umpire,Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,3.1,4,1,0,1,0,"Naveen-ul-Haq to Williamson, 1 leg bye",277906,Kane Williamson,793447,Naveen-ul-Haq,False,False,False,True,False,False,,,,,,,"that looks very adjacent, but it is not given! Full and zipped into middle and off. Williamson, having walked across his stumps, misses his flick. Gets pinned right in front but Kumar Dharmasena is unmoved. Afghanistan, unsurprisingly, go upstairs and if Williamson has not hit this, he could be on his way. Clear gap between bat and ball. Ball Tracking up now, and it shows the ball would have clipped leg stump. Umpire's Call, and Williamson survives. Wow, that jagged back considerably. Afghanistan cannot believe it!","that looks very adjacent, but it is not given! full and zipped into middle and off. williamson, having walked across his stumps, misses his flick. gets pinned right in front but kumar dharmasena is unmoved. afghanistan, unsurprisingly, go upstairs and if williamson has not hit this, he could be on his way. clear gap between bat and ball. ball tracking up now, and it shows the ball would have clipped leg stump. umpire's call, and williamson survives. wow, that jagged back considerably. afghanistan cannot believe it!",Umpire Call
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,8.2,9,0,0,1,0,"Rashid Khan to Michael Bracewell, OUT",326968,Michael Bracewell,793463,Rashid Khan,False,False,False,False,False,True,1.0,Michael Bracewell lbw b Rashid Khan 0 (1b 0x4 0x6 2m) SR: 0,Michael Bracewell,b Rashid Khan,0.0,1.0,"two in two for Rashid, and NZ are falling like a pack of cards! Back of a length on middle and off. Does not spin back in and goes on with the arm. Might have either been a googly or a slider. Bracewell, because he has not read it off the hand, stays back. Cannot bring his bat down in time and gets pinned on the back leg. The finger goes up but Bracewell wants to have another look. More in hope than anticipation, you'd reckon. No bat involved, and Ball Tracking returns with three reds. NZ, well, nothing is going right for them!","two in two for rashid, and nz are falling like a pack of cards! back of a length on middle and off. does not spin back in and goes on with the arm. might have either been a googly or a slider. bracewell, because he has not read it off the hand, stays back. cannot bring his bat down in time and gets pinned on the back leg. the finger goes up but bracewell wants to have another look. more in hope than anticipation, you'd reckon. no bat involved, and ball tracking returns with three reds. nz, well, nothing is going right for them!",Unclear
1415714,14th Match,Afghanistan vs New Zealand,New Zealand,2,8.6,9,0,0,1,0,"Rashid Khan to Santner, no run",502714,Mitchell Santner,793463,Rashid Khan,False,False,False,False,False,False,,,,,,,"googly on a length outside off. Santner goes nibbling at it away from his body and is beaten on the outside. But hang on, Gurbaz thinks there is bat involved, although he is not able to convince Rashid to review","googly on a length outside off. santner goes nibbling at it away from his body and is beaten on the outside. but hang on, gurbaz thinks there is bat involved, although he is not able to convince rashid to review",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Sri Lanka,1,3.4,4,0,0,1,0,"Tanzim Hasan Sakib to Nissanka, no run",1028655,Pathum Nissanka,1139520,Tanzim Hasan Sakib,False,False,False,False,False,False,,,,,,,"Appeal for caught behind now, but not a confident one. This was in that channel outside off and has Nissanka pushing at it away from his body. They opt not to review","appeal for caught behind now, but not a confident one. this was in that channel outside off and has nissanka pushing at it away from his body. they opt not to review",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Sri Lanka,1,9.4,10,0,0,1,0,"Mahmudullah to Asalanka, no run",784367,Charith Asalanka,56025,Mahmudullah,False,False,False,False,False,False,,,,,,,"Skids on to the pads! Appeal for leg before, but the umpire thinks it's going down leg. Asalanka was caught on the crease a touch there. No review from Bangladesh","skids on to the pads! appeal for leg before, but the umpire thinks it's going down leg. asalanka was caught on the crease a touch there. no review from bangladesh",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Sri Lanka,1,13.6,14,1,0,1,0,"Mustafizur to Asalanka, 1 leg bye",784367,Charith Asalanka,330902,Mustafizur Rahman,False,False,False,True,False,False,,,,,,,"Asalanka misses the flick on this full delivery. The ball pops to the off side off his pads. Mustafizur goes up in appeal, but the umpire says no. Did that pitch outside leg? Likely so. The Bangladesh players have a quick chat and decide against the review","asalanka misses the flick on this full delivery. the ball pops to the off side off his pads. mustafizur goes up in appeal, but the umpire says no. did that pitch outside leg? likely so. the bangladesh players have a quick chat and decide against the review",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Sri Lanka,1,14.2,15,0,0,1,0,"Rishad Hossain to Hasaranga, OUT",784379,Wanindu Hasaranga,1139523,Rishad Hossain,False,False,False,False,False,True,1.0,Wanindu Hasaranga c Soumya Sarkar b Rishad Hossain 0 (1b 0x4 0x6 1m) SR: 0,Wanindu Hasaranga,Rishad Hossain,0.0,1.0,"Is that two-in-two for the leggie? The umpire thinks so and Hasaranga is walking back with a golden duck! This is full around leg, Hasaranga looks to tuck it leg side and closes the face. The ball takes the edge and pops to the slip fielder who makes no mistake","is that two-in-two for the leggie? the umpire thinks so and hasaranga is walking back with a golden duck! this is full around leg, hasaranga looks to tuck it leg side and closes the face. the ball takes the edge and pops to the slip fielder who makes no mistake",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Sri Lanka,1,19.6,20,1,0,1,0,"Tanzim Hasan Sakib to Thushara, 1 leg bye",955235,Nuwan Thushara,1139520,Tanzim Hasan Sakib,False,False,False,True,False,False,,,,,,,Sri Lanka manage a leg bye to finish it. But Bangladesh have reviewed for lbw. This was a pace off full toss following the batter who was making room leg side. He failed to get his bat down and the ball struck his outstretched back leg. They are checking to see if there's any bat on that but there isn't. Impact anyway looked outside leg and that's what ball tracking confirms. Sri Lanka finish on 124,sri lanka manage a leg bye to finish it. but bangladesh have reviewed for lbw. this was a pace off full toss following the batter who was making room leg side. he failed to get his bat down and the ball struck his outstretched back leg. they are checking to see if there's any bat on that but there isn't. impact anyway looked outside leg and that's what ball tracking confirms. sri lanka finish on 124,Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,1.5,2,1,0,0,1,"Thushara to Shanto, 1 wide",629058,Najmul Hossain Shanto,955235,Nuwan Thushara,False,True,False,False,False,False,,,,,,,"wide yorker, very close to the blue line but the umpire says this was too wide","wide yorker, very close to the blue line but the umpire says this was too wide",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,2.6,3,1,0,1,0,"Theekshana to Shanto, 1 leg bye",629058,Najmul Hossain Shanto,1138316,Maheesh Theekshana,False,False,False,True,False,False,,,,,,,"slides in on the pads, no bat as this is deflected behind square leg for one. Half-hearted appeal for leg before but they decide against the review","slides in on the pads, no bat as this is deflected behind square leg for one. half-hearted appeal for leg before but they decide against the review",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,11.4,12,0,0,1,0,"Hasaranga to Towhid Hridoy, OUT",990031,Towhid Hridoy,784379,Wanindu Hasaranga,False,False,False,False,False,True,1.0,Towhid Hridoy lbw b Hasaranga 40 (20b 1x4 4x6 28m) SR: 200,Towhid Hridoy,b Hasaranga,40.0,20.0,"Tossed up around leg, he misses his sweep and is struck in front. Not given and Sri Lanka review. No bat involved and he was struck low on his front pad. This looks plumb. And yes, that's shown to be crashing into middle stump. Hasaranga gets the wicket, but maybe Hridoy has already done enough?","tossed up around leg, he misses his sweep and is struck in front. not given and sri lanka review. no bat involved and he was struck low on his front pad. this looks plumb. and yes, that's shown to be crashing into middle stump. hasaranga gets the wicket, but maybe hridoy has already done enough?",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,14.1,15,0,0,1,0,"Hasaranga to Litton Das, OUT",536936,Litton Das,784379,Wanindu Hasaranga,False,False,False,False,False,True,1.0,Litton Das lbw b Hasaranga 36 (38b 2x4 1x6 63m) SR: 94.73,Litton Das,b Hasaranga,36.0,38.0,"Is there room for more twists here? Hasaranga traps Litton in front. The finger goes up but Bangladesh review. This is tossed up on off and goes on with the angle, and past Litton's inside edge. Hits him on the back thigh. And that's hitting the top of middle stump. Litton has played an important knock here, but he will not be able to take Bangladesh over the line today.","is there room for more twists here? hasaranga traps litton in front. the finger goes up but bangladesh review. this is tossed up on off and goes on with the angle, and past litton's inside edge. hits him on the back thigh. and that's hitting the top of middle stump. litton has played an important knock here, but he will not be able to take bangladesh over the line today.",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,17.3,18,1,0,0,1,"Thushara to Rishad Hossain, 1 wide",1139523,Rishad Hossain,955235,Nuwan Thushara,False,True,False,False,False,False,,,,,,,"Bouncer outside off, Rishad looks to ramp but can't connect. And the umpire brings his arms up to signal a wide","bouncer outside off, rishad looks to ramp but can't connect. and the umpire brings his arms up to signal a wide",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,17.4,18,0,0,1,0,"Thushara to Taskin, OUT",538506,Taskin Ahmed,955235,Nuwan Thushara,False,False,False,False,False,True,1.0,Taskin Ahmed lbw b Thushara 0 (1b 0x4 0x6 1m) SR: 0,Taskin Ahmed,b Thushara,0.0,1.0,"Huge appeal as a very full delivery hits Taskin on the foot. Or did he get bat on that? Not given out, but Sri Lanka review. Wait, that's hit Taskin full on the toe. Brilliant yorker. Pitching on leg and that's hitting the stumps! Sri Lanka have two in two, and suddenly, this game has turned on its head!","huge appeal as a very full delivery hits taskin on the foot. or did he get bat on that? not given out, but sri lanka review. wait, that's hit taskin full on the toe. brilliant yorker. pitching on leg and that's hitting the stumps! sri lanka have two in two, and suddenly, this game has turned on its head!",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,18.5,19,0,0,1,0,"Shanaka to Mahmudullah, no run",56025,Mahmudullah,437316,Dasun Shanaka,False,False,False,False,False,False,,,,,,,"Short and wide. Will that be called a wide? Mahmudullah gives a long look to the umpire, but he isn't interested. Dot ball it is","short and wide. will that be called a wide? mahmudullah gives a long look to the umpire, but he isn't interested. dot ball it is",Unclear
1415715,15th Match,Sri Lanka vs Bangladesh,Bangladesh,2,18.6,19,1,0,0,1,"Shanaka to Mahmudullah, 1 wide",56025,Mahmudullah,437316,Dasun Shanaka,False,True,False,False,False,False,,,,,,,"Kusal Mendis with a huge appeal for caught behind. Sri Lanka review. It's all happening. This is dug in short outside off, Mahmudullah has to jump as he looks to cut it. But there's no bat on that. And to make matters worse for Sri Lanka, it's called a wide","kusal mendis with a huge appeal for caught behind. sri lanka review. it's all happening. this is dug in short outside off, mahmudullah has to jump as he looks to cut it. but there's no bat on that. and to make matters worse for sri lanka, it's called a wide",Unclear
1415716,16th Match,Netherlands vs South Africa,Netherlands,1,0.3,1,0,0,1,0,"Jansen to Levitt, OUT",1071504,Michael Levitt,696401,Marco Jansen,False,False,False,False,False,True,1.0,Michael Levitt c †de Kock b Jansen 0 (3b 0x4 0x6 4m) SR: 0,Michael Levitt,Jansen,0.0,3.0,"There's a sound as Levitt slashes, QDK is sure he's been nicked off. Jansen isn't and doesn't appeal. Umpire doesn't give it, SA review. Yep, 'there is a clear spike on the inside edge,' says the third umpire. On-field umpire accidentally signals not out, but Levitt is walking back. So the right decision has been made. Ball was around the fuller side of length and swung in a bit, Levitt tried to go square and the bat was mostly horizontal while lunging on one knee. Feathered it to the keeper","there's a sound as levitt slashes, qdk is sure he's been nicked off. jansen isn't and doesn't appeal. umpire doesn't give it, sa review. yep, 'there is a clear spike on the inside edge,' says the third umpire. on-field umpire accidentally signals not out, but levitt is walking back. so the right decision has been made. ball was around the fuller side of length and swung in a bit, levitt tried to go square and the bat was mostly horizontal while lunging on one knee. feathered it to the keeper",Unclear
1415716,16th Match,Netherlands vs South Africa,South Africa,2,2.2,3,0,0,1,0,"Kingma to Markram, no run",600498,Aiden Markram,416103,Vivian Kingma,False,False,False,False,False,False,,,,,,,"Swings away, Markram tries jamming it. Did he get bat on it and was it a bump ball? Umpire review will answer.It was on a fifth-stump line and Markram's bat was angled and had a slightly open face. Slow-mo replay shows he smushed it into the ground and Edwards took it on the second grab","swings away, markram tries jamming it. did he get bat on it and was it a bump ball? umpire review will answer.it was on a fifth-stump line and markram's bat was angled and had a slightly open face. slow-mo replay shows he smushed it into the ground and edwards took it on the second grab",Unclear
1415716,16th Match,Netherlands vs South Africa,South Africa,2,2.3,3,0,0,1,0,"Kingma to Markram, OUT",600498,Aiden Markram,416103,Vivian Kingma,False,False,False,False,False,True,1.0,Aiden Markram c †Edwards b Kingma 0 (3b 0x4 0x6 13m) SR: 0,Aiden Markram,Kingma,0.0,3.0,"Netherlands are convinced Markram has been strangled down leg. Sent upstairs by the ump again. Markram curses and shakes his head as the replay loads. The length ball was going down leg, Markram tried to help it fine... and has nicked it. Now the tricky part, Edwards went low to the left, tried taking it with both hands. He caught the ball with the the left glove but it basketed in the flaps? Did that have the ball make contact with the ground? It's close but the third umpire says fingers underneath the ball. The roar among the fans is as loud as can be as OUT comes up. Late replays show that seamed in a bit. 3 for 3 in a chase of 103!","netherlands are convinced markram has been strangled down leg. sent upstairs by the ump again. markram curses and shakes his head as the replay loads. the length ball was going down leg, markram tried to help it fine... and has nicked it. now the tricky part, edwards went low to the left, tried taking it with both hands. he caught the ball with the the left glove but it basketed in the flaps? did that have the ball make contact with the ground? it's close but the third umpire says fingers underneath the ball. the roar among the fans is as loud as can be as out comes up. late replays show that seamed in a bit. 3 for 3 in a chase of 103!",Unclear
1415716,16th Match,Netherlands vs South Africa,South Africa,2,7.1,8,0,0,1,0,"de Leede to Miller, no run",321777,David Miller,1036191,Bas de Leede,False,False,False,False,False,False,,,,,,,"There's a sound as the ball passes bat. Netherlands appeal for caught behind. Not given, Edwards doesn't review. Ultra-Edge shows it grazed the trouser. Very close to the inside edge though. Was a length ball that looked to have moved in. Miller tried to defend it straight and tried to snake his bat in late","there's a sound as the ball passes bat. netherlands appeal for caught behind. not given, edwards doesn't review. ultra-edge shows it grazed the trouser. very close to the inside edge though. was a length ball that looked to have moved in. miller tried to defend it straight and tried to snake his bat in late",Unclear
1415716,16th Match,Netherlands vs South Africa,South Africa,2,10.3,11,5,4,1,5,"de Leede to Miller, (no ball) FOUR runs",321777,David Miller,1036191,Bas de Leede,True,False,True,False,False,False,,,,,,,"ahh, a bit lucky for Miller! He pokes tentatively at this short-of-a-length ball angling into him, and rising sharply on top of middle and off. But the ball goes over the keeper off the outside edge. There is a discussion among the umpires for a potential no-ball... and indeed it is!","ahh, a bit lucky for miller! he pokes tentatively at this short-of-a-length ball angling into him, and rising sharply on top of middle and off. but the ball goes over the keeper off the outside edge. there is a discussion among the umpires for a potential no-ball... and indeed it is!",Unclear
1415717,17th Match,Australia vs England,Australia,1,7.6,8,0,0,1,0,"Wood to Marsh, no run",272450,Mitchell Marsh,351588,Mark Wood,False,False,False,False,False,False,,,,,,,"skiddy length, Marsh flicks across it, Wood appeals... was there any bat involved? Looked to have smacked the back leg in front of middle and leg. But Buttler decides it's not worth a flutter on the DRS","skiddy length, marsh flicks across it, wood appeals... was there any bat involved? looked to have smacked the back leg in front of middle and leg. but buttler decides it's not worth a flutter on the drs",Unclear
1415717,17th Match,Australia vs England,Australia,1,17.3,18,0,0,1,0,"Rashid to Wade, no run",230193,Matthew Wade,244497,Adil Rashid,False,False,False,False,False,False,,,,,,,"A loud blast of music kicked in to distract Wade, who tried to pull out of the shot, but he blocked it off the back foot, and so the umpire says he played at it!","a loud blast of music kicked in to distract wade, who tried to pull out of the shot, but he blocked it off the back foot, and so the umpire says he played at it!",Unclear
1415717,17th Match,Australia vs England,Australia,1,18.6,19,0,0,1,0,"Archer to Wade, no run",230193,Matthew Wade,669855,Jofra Archer,False,False,False,False,False,False,,,,,,,"Wade is given out on a reverse-pull, but instantly reviews it! He switched his stance, but was met with a full-pace short ball from Archer, comprehensively beaten for pace, but yes, that's missed the gloves and kissed his biceps!","wade is given out on a reverse-pull, but instantly reviews it! he switched his stance, but was met with a full-pace short ball from archer, comprehensively beaten for pace, but yes, that's missed the gloves and kissed his biceps!",Unclear
1415718,18th Match,West Indies vs Uganda,West Indies,1,13.2,14,1,0,0,1,"Masaba to Rutherford, 1 wide",914541,Sherfane Rutherford,420492,Brian Masaba,False,True,False,False,False,False,,,,,,,slides this down leg. Rutherford lets it go and the umpire has to indulge in some exercise,slides this down leg. rutherford lets it go and the umpire has to indulge in some exercise,Unclear
